# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,LGYVPXLNVF,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,20,33
# x,y,z,u,w
7.322325363072871296e-01, 4.736842105263152636e-01, 2.326198854872608690e-01, 1.052631578947368363e+00, 2.276535875536843889e+00
1.000461213891499224e+00, 4.736842105263152636e-01, 2.743734278318871733e-01, 1.052631578947368363e+00, 2.413466350417201589e+00
1.337916552723759533e+00, 4.736842105263152636e-01, 2.998862649872485742e-01, 1.052631578947368363e+00, 2.584161237591246607e+00
1.733460991676744944e+00, 4.736842105263152636e-01, 3.021266130350470647e-01, 1.052631578947368363e+00, 2.783663390284290440e+00
2.161866030444939746e+00, 4.736842105263152636e-01, 2.801683154523774144e-01, 1.052631578947368363e+00, 3.000000000000000000e+00
2.589113923879342583e+00, 4.736842105263152636e-01, 2.416425415619802008e-01, 1.052631578947368363e+00, 3.216336609715709116e+00
2.981856430152243220e+00, 4.736842105263152636e-01, 1.941293458981406816e-01, 1.052631578947368363e+00, 3.415838762408752949e+00
3.316818341765097600e+00, 4.736842105263152636e-01, 1.454087060067981441e-01, 1.052631578947368363e+00, 3.586533649582798411e+00
3.584736752005831306e+00, 4.736842105263152636e-01, 1.012484513094663030e-01, 1.052631578947368363e+00, 3.723464124463156111e+00
3.788249132827901988e+00, 4.736842105263152636e-01, 6.463390364664053922e-02, 1.052631578947368363e+00, 3.827739635619072267e+00
3.936863974911606778e+00, 4.736842105263152636e-01, 3.618536714093204681e-02, 1.052631578947368363e+00, 3.904044169930655173e+00
4.042301372633262169e+00, 4.736842105263152636e-01, 1.510244799063308573e-02, 1.052631578947368363e+00, 3.958266880232111262e+00
4.115586969616138013e+00, 4.736842105263152636e-01, 0.000000000000000000e+00, 1.052631578947368363e+00, 4.000000000000000000e+00
4.231173939232276915e+00, 9.473684210526305272e-01, 0.000000000000000000e+00, 1.105263157894736725e+00, 0.000000000000000000e+00
4.160624947244143002e+00, 9.473684210526305272e-01, -5.107304636260831358e-03, 1.105263157894736725e+00, 4.173311976788848798e-02
4.059241354625346965e+00, 9.473684210526305272e-01, -1.238704431145372376e-02, 1.105263157894736725e+00, 9.595583006934514658e-02
3.916562682016907715e+00, 9.473684210526305272e-01, -2.252930292274026719e-02, 1.105263157894736725e+00, 1.722603643809275942e-01
3.721571695460702323e+00, 9.473684210526305272e-01, -3.624035286221882063e-02, 1.105263157894736725e+00, 2.765358755368440558e-01
3.465502485551179568e+00, 9.473684210526305272e-01, -5.403368701348273961e-02, 1.105263157894736725e+00, 4.134663504172013671e-01
3.146262921173823113e+00, 9.473684210526305272e-01, -7.579817685080940393e-02, 1.105263157894736725e+00, 5.841612375912467181e-01
2.773076240854757568e+00, 9.473684210526305272e-01, -1.001731217307230276e-01, 1.105263157894736725e+00, 7.836633902842906618e-01
2.368233193572539808e+00, 9.473684210526305272e-01, -1.239057159025662158e-01, 1.105263157894736725e+00, 1.000000000000000000e+00
1.963110709308909740e+00, 9.473684210526305272e-01, -1.421895944496797404e-01, 1.105263157894736725e+00, 1.216336609715709338e+00
1.589304814258686083e+00, 9.473684210526305272e-01, -1.535397230950981684e-01, 1.105263157894736725e+00, 1.415838762408753171e+00
1.269343758836678715e+00, 9.473684210526305272e-01, -1.555570400212133442e-01, 1.105263157894736725e+00, 1.586533649582798633e+00
1.012846832175303025e+00, 9.473684210526305272e-01, -1.464521722812872628e-01, 1.105263157894736725e+00, 1.723464124463156111e+00
8.184229765352952768e-01, 9.473684210526305272e-01, -1.267418524309433525e-01, 1.105263157894736725e+00, 1.827739635619072267e+00
6.785723727420127638e-01, 9.473684210526305272e-01, -9.726328061846988005e-02, 1.105263157894736725e+00, 1.904044169930654951e+00
5.859802074384039550e-01, 9.473684210526305272e-01, -5.633169665687269567e-02, 1.105263157894736725e+00, 1.958266880232111484e+00
5.469634129164869796e-01, 9.473684210526305272e-01, 0.000000000000000000e+00, 1.105263157894736725e+00, 2.000000000000000000e+00
5.749547309964924136e-01, 9.473684210526305272e-01, 6.354338221837327327e-02, 1.105263157894736725e+00, 2.041733119767888294e+00
6.598783235875340658e-01, 9.473684210526305272e-01, 1.212344906208848300e-01, 1.105263157894736725e+00, 2.095955830069344827e+00
7.947450903920357801e-01, 9.473684210526305272e-01, 1.743525121850633408e-01, 1.105263157894736725e+00, 2.172260364380927733e+00
9.868614689361179249e-01, 9.473684210526305272e-01, 2.230601641658666312e-01, 1.105263157894736725e+00, 2.276535875536843889e+00
1.244067050181252743e+00, 9.473684210526305272e-01, 2.630978075100288138e-01, 1.105263157894736725e+00, 2.413466350417201589e+00
1.567654361390269591e+00, 9.473684210526305272e-01, 2.875621719055808656e-01, 1.105263157894736725e+00, 2.584161237591246607e+00
1.946943549427378795e+00, 9.473684210526305272e-01, 2.897104508555245483e-01, 1.105263157894736725e+00, 2.783663390284290440e+00
2.357742901670853541e+00, 9.473684210526305272e-01, 2.686545490639234979e-01, 1.105263157894736725e+00, 3.000000000000000000e+00
2.767432662498363172e+00, 9.473684210526305272e-01, 2.317120261553234917e-01, 1.105263157894736725e+00, 3.216336609715709116e+00
3.144035065773747029e+00, 9.473684210526305272e-01, 1.861514275735595692e-01, 1.105263157894736725e+00, 3.415838762408752949e+00
3.465231419375113919e+00, 9.473684210526305272e-01, 1.394330057599434680e-01, 1.105263157894736725e+00, 3.586533649582798411e+00
3.722139483989516329e+00, 9.473684210526305272e-01, 9.708755605017317658e-02, 1.105263157894736725e+00, 3.723464124463156111e+00
3.917288342312050364e+00, 9.473684210526305272e-01, 6.197771582554573860e-02, 1.105263157894736725e+00, 3.827739635619072267e+00
4.059795725132040900e+00, 9.473684210526305272e-01, 3.469829725842799723e-02, 1.105263157894736725e+00, 3.904044169930655173e+00
4.160900079111710781e+00, 9.473684210526305272e-01, 1.448179944307282328e-02, 1.105263157894736725e+00, 3.958266880232111262e+00
4.231173939232276915e+00, 9.473684210526305272e-01, 0.000000000000000000e+00, 1.105263157894736725e+00, 4.000000000000000000e+00
4.346760908848415816e+00, 1.421052631578947789e+00, 0.000000000000000000e+00, 1.157894736842105310e+00, 0.000000000000000000e+00
4.279235445088344747e+00, 1.421052631578947789e+00, -4.888420151849651868e-03, 1.157894736842105310e+00, 4.173311976788848798e-02
4.182196863581783219e+00, 1.421052631578947789e+00, -1.185617098381998996e-02, 1.157894736842105310e+00, 9.595583006934514658e-02
4.045632991227991582e+00, 1.421052631578947789e+00, -2.156376136890853987e-02, 1.157894736842105310e+00, 1.722603643809275942e-01
3.858998761238480846e+00, 1.421052631578947789e+00, -3.468719488240943477e-02, 1.157894736842105310e+00, 2.765358755368440558e-01
3.613903946039365600e+00, 1.421052631578947789e+00, -5.171795757004775396e-02, 1.157894736842105310e+00, 4.134663504172013671e-01
3.308346077278181419e+00, 1.421052631578947789e+00, -7.254968355720327333e-02, 1.157894736842105310e+00, 5.841612375912467181e-01
2.951153111829933451e+00, 1.421052631578947789e+00, -9.587998794226347543e-02, 1.157894736842105310e+00, 7.836633902842906618e-01
2.563660480859810242e+00, 1.421052631578947789e+00, -1.185954709353133490e-01, 1.157894736842105310e+00, 1.000000000000000000e+00
2.175900388778907679e+00, 1.421052631578947789e+00, -1.360957546875505575e-01, 1.157894736842105310e+00, 1.216336609715709338e+00
1.818114746373693524e+00, 1.421052631578947789e+00, -1.469594492481653691e-01, 1.157894736842105310e+00, 1.415838762408753171e+00
1.511866307612629523e+00, 1.421052631578947789e+00, -1.488903097345898874e-01, 1.157894736842105310e+00, 1.586533649582798633e+00
1.266362106379598451e+00, 1.421052631578947789e+00, -1.401756506120892254e-01, 1.157894736842105310e+00, 1.723464124463156111e+00
1.080270701695591029e+00, 1.421052631578947789e+00, -1.213100587553314763e-01, 1.157894736842105310e+00, 1.827739635619072267e+00
9.464136952077348841e-01, 1.421052631578947789e+00, -9.309485430624973856e-02, 1.157894736842105310e+00, 1.904044169930654951e+00
8.577897655599950877e-01, 1.421052631578947789e+00, -5.391748108586385396e-02, 1.157894736842105310e+00, 1.958266880232111484e+00
8.204451193747316351e-01, 1.421052631578947789e+00, 0.000000000000000000e+00, 1.157894736842105310e+00, 2.000000000000000000e+00
8.472368095370225172e-01, 1.421052631578947789e+00, 6.082009440901440384e-02, 1.157894736842105310e+00, 2.041733119767888294e+00
9.285208195884482318e-01, 1.421052631578947789e+00, 1.160387267371325998e-01, 1.157894736842105310e+00, 2.095955830069344827e+00
1.057607582101328436e+00, 1.421052631578947789e+00, 1.668802616628463353e-01, 1.157894736842105310e+00, 2.172260364380927733e+00
1.241490401564949719e+00, 1.421052631578947789e+00, 2.135004428444723101e-01, 1.157894736842105310e+00, 2.276535875536843889e+00
1.487672886471007372e+00, 1.421052631578947789e+00, 2.518221871881703988e-01, 1.157894736842105310e+00, 2.413466350417201589e+00
1.797392170056780536e+00, 1.421052631578947789e+00, 2.752380788239131015e-01, 1.157894736842105310e+00, 2.584161237591246607e+00
2.160426107178013755e+00, 1.421052631578947789e+00, 2.772942886760020320e-01, 1.157894736842105310e+00, 2.783663390284290440e+00
2.553619772896768225e+00, 1.421052631578947789e+00, 2.571407826754696369e-01, 1.157894736842105310e+00, 3.000000000000000000e+00
2.945751401117384205e+00, 1.421052631578947789e+00, 2.217815107486667547e-01, 1.157894736842105310e+00, 3.216336609715709116e+00
3.306213701395251725e+00, 1.421052631578947789e+00, 1.781735092489784011e-01, 1.157894736842105310e+00, 3.415838762408752949e+00
3.613644496985131127e+00, 1.421052631578947789e+00, 1.334573055130887365e-01, 1.157894736842105310e+00, 3.586533649582798411e+00
3.859542215973202683e+00, 1.421052631578947789e+00, 9.292666079088002240e-02, 1.157894736842105310e+00, 3.723464124463156111e+00
4.046327551796198740e+00, 1.421052631578947789e+00, 5.932152800445090329e-02, 1.157894736842105310e+00, 3.827739635619072267e+00
4.182727475352475466e+00, 1.421052631578947789e+00, 3.321122737592393376e-02, 1.157894736842105310e+00, 3.904044169930655173e+00
4.279498785590159393e+00, 1.421052631578947789e+00, 1.386115089551255737e-02, 1.157894736842105310e+00, 3.958266880232111262e+00
4.346760908848415816e+00, 1.421052631578947789e+00, 0.000000000000000000e+00, 1.157894736842105310e+00, 4.000000000000000000e+00
4.462347878464553830e+00, 1.894736842105263053e+00, 0.000000000000000000e+00, 1.210526315789473673e+00, 0.000000000000000000e+00
4.397845942932545604e+00, 1.894736842105263053e+00, -4.669535667438473245e-03, 1.210526315789473673e+00, 4.173311976788848798e-02
4.305152372538218586e+00, 1.894736842105263053e+00, -1.132529765618625964e-02, 1.210526315789473673e+00, 9.595583006934514658e-02
4.174703300439074560e+00, 1.894736842105263053e+00, -2.059821981507681254e-02, 1.210526315789473673e+00, 1.722603643809275942e-01
3.996425827016257593e+00, 1.894736842105263053e+00, -3.313403690260006279e-02, 1.210526315789473673e+00, 2.765358755368440558e-01
3.762305406527550744e+00, 1.894736842105263053e+00, -4.940222812661278218e-02, 1.210526315789473673e+00, 4.134663504172013671e-01
3.470429233382539280e+00, 1.894736842105263053e+00, -6.930119026359715662e-02, 1.210526315789473673e+00, 5.841612375912467181e-01
3.129229982805108001e+00, 1.894736842105263053e+00, -9.158685415380390937e-02, 1.210526315789473673e+00, 7.836633902842906618e-01
2.759087768147080233e+00, 1.894736842105263053e+00, -1.132852259680605239e-01, 1.210526315789473673e+00, 1.000000000000000000e+00
2.388690068248904286e+00, 1.894736842105263053e+00, -1.300019149254214301e-01, 1.210526315789473673e+00, 1.216336609715709338e+00
2.046924678488699634e+00, 1.894736842105263053e+00, -1.403791754012325976e-01, 1.210526315789473673e+00, 1.415838762408753171e+00
1.754388856388578777e+00, 1.894736842105263053e+00, -1.422235794479664583e-01, 1.210526315789473673e+00, 1.586533649582798633e+00
1.519877380583892768e+00, 1.894736842105263053e+00, -1.338991289428911879e-01, 1.210526315789473673e+00, 1.723464124463156111e+00
1.342118426855885671e+00, 1.894736842105263053e+00, -1.158782650797196279e-01, 1.210526315789473673e+00, 1.827739635619072267e+00
1.214255017673455672e+00, 1.894736842105263053e+00, -8.892642799402959708e-02, 1.210526315789473673e+00, 1.904044169930654951e+00
1.129599323681585110e+00, 1.894736842105263053e+00, -5.150326551485503307e-02, 1.210526315789473673e+00, 1.958266880232111484e+00
1.093926825832975069e+00, 1.894736842105263053e+00, 0.000000000000000000e+00, 1.210526315789473673e+00, 2.000000000000000000e+00
1.119518888077551511e+00, 1.894736842105263053e+00, 5.809680659965555521e-02, 1.210526315789473673e+00, 2.041733119767888294e+00
1.197163315589361288e+00, 1.894736842105263053e+00, 1.108429628533803973e-01, 1.210526315789473673e+00, 2.095955830069344827e+00
1.320470073810619871e+00, 1.894736842105263053e+00, 1.594080111406293299e-01, 1.210526315789473673e+00, 2.172260364380927733e+00
1.496119334193780404e+00, 1.894736842105263053e+00, 2.039407215230780168e-01, 1.210526315789473673e+00, 2.276535875536843889e+00
1.731278722760761113e+00, 1.894736842105263053e+00, 2.405465668663120116e-01, 1.210526315789473673e+00, 2.413466350417201589e+00
2.027129978723290371e+00, 1.894736842105263053e+00, 2.629139857422453375e-01, 1.210526315789473673e+00, 2.584161237591246607e+00
2.373908664928647383e+00, 1.894736842105263053e+00, 2.648781264964796267e-01, 1.210526315789473673e+00, 2.783663390284290440e+00
2.749496644122682021e+00, 1.894736842105263053e+00, 2.456270162870157481e-01, 1.210526315789473673e+00, 3.000000000000000000e+00
3.124070139736404350e+00, 1.894736842105263053e+00, 2.118509953420100178e-01, 1.210526315789473673e+00, 3.216336609715709116e+00
3.468392337016755533e+00, 1.894736842105263053e+00, 1.701955909243972886e-01, 1.210526315789473673e+00, 3.415838762408752949e+00
3.762057574595148335e+00, 1.894736842105263053e+00, 1.274816052662340049e-01, 1.210526315789473673e+00, 3.586533649582798411e+00
3.996944947956887706e+00, 1.894736842105263053e+00, 8.876576553158688210e-02, 1.210526315789473673e+00, 3.723464124463156111e+00
4.175366761280346672e+00, 1.894736842105263053e+00, 5.666534018335609574e-02, 1.210526315789473673e+00, 3.827739635619072267e+00
4.305659225572910032e+00, 1.894736842105263053e+00, 3.172415749341987723e-02, 1.210526315789473673e+00, 3.904044169930655173e+00
4.398097492068608005e+00, 1.894736842105263053e+00, 1.324050234795229493e-02, 1.210526315789473673e+00, 3.958266880232111262e+00
4.462347878464553830e+00, 1.894736842105263053e+00, 0.000000000000000000e+00, 1.210526315789473673e+00, 4.000000000000000000e+00
4.577934848080692731e+00, 2.368421052631578316e+00, 0.000000000000000000e+00, 1.263157894736842035e+00, 0.000000000000000000e+00
4.516456440776747350e+00, 2.368421052631578316e+00, -4.450651183027295489e-03, 1.263157894736842035e+00, 4.173311976788848798e-02
4.428107881494653952e+00, 2.368421052631578316e+00, -1.079442432855253105e-02, 1.263157894736842035e+00, 9.595583006934514658e-02
4.303773609650156651e+00, 2.368421052631578316e+00, -1.963267826124508522e-02, 1.263157894736842035e+00, 1.722603643809275942e-01
4.133852892794035228e+00, 2.368421052631578316e+00, -3.158087892279068387e-02, 1.263157894736842035e+00, 2.765358755368440558e-01
3.910706867015736332e+00, 2.368421052631578316e+00, -4.708649868317781734e-02, 1.263157894736842035e+00, 4.134663504172013671e-01
3.632512389486897142e+00, 2.368421052631578316e+00, -6.605269696999103990e-02, 1.263157894736842035e+00, 5.841612375912467181e-01
3.307306853780282996e+00, 2.368421052631578316e+00, -8.729372036534435719e-02, 1.263157894736842035e+00, 7.836633902842906618e-01
2.954515055434350224e+00, 2.368421052631578316e+00, -1.079749810008076988e-01, 1.263157894736842035e+00, 1.000000000000000000e+00
2.601479747718901336e+00, 2.368421052631578316e+00, -1.239080751632923305e-01, 1.263157894736842035e+00, 1.216336609715709338e+00
2.275734610603706187e+00, 2.368421052631578316e+00, -1.337989015542998261e-01, 1.263157894736842035e+00, 1.415838762408753171e+00
1.996911405164528475e+00, 2.368421052631578316e+00, -1.355568491613430293e-01, 1.263157894736842035e+00, 1.586533649582798633e+00
1.773392654788187084e+00, 2.368421052631578316e+00, -1.276226072736931783e-01, 1.263157894736842035e+00, 1.723464124463156111e+00
1.603966152016180091e+00, 2.368421052631578316e+00, -1.104464714041077655e-01, 1.263157894736842035e+00, 1.827739635619072267e+00
1.482096340139176904e+00, 2.368421052631578316e+00, -8.475800168180946947e-02, 1.263157894736842035e+00, 1.904044169930654951e+00
1.401408881803175133e+00, 2.368421052631578316e+00, -4.908904994384619830e-02, 1.263157894736842035e+00, 1.958266880232111484e+00
1.367408532291218615e+00, 2.368421052631578316e+00, 0.000000000000000000e+00, 1.263157894736842035e+00, 2.000000000000000000e+00
1.391800966618080615e+00, 2.368421052631578316e+00, 5.537351879029669965e-02, 1.263157894736842035e+00, 2.041733119767888294e+00
1.465805811590274121e+00, 2.368421052631578316e+00, 1.056471989696281949e-01, 1.263157894736842035e+00, 2.095955830069344827e+00
1.583332565519911306e+00, 2.368421052631578316e+00, 1.519357606184123244e-01, 1.263157894736842035e+00, 2.172260364380927733e+00
1.750748266822611088e+00, 2.368421052631578316e+00, 1.943810002016837513e-01, 1.263157894736842035e+00, 2.276535875536843889e+00
1.974884559050514632e+00, 2.368421052631578316e+00, 2.292709465444536521e-01, 1.263157894736842035e+00, 2.413466350417201589e+00
2.256867787389800206e+00, 2.368421052631578316e+00, 2.505898926605776289e-01, 1.263157894736842035e+00, 2.584161237591246607e+00
2.587391222679281455e+00, 2.368421052631578316e+00, 2.524619643169571104e-01, 1.263157894736842035e+00, 2.783663390284290440e+00
2.945373515348594928e+00, 2.368421052631578316e+00, 2.341132498985619148e-01, 1.263157894736842035e+00, 3.000000000000000000e+00
3.302388878355424495e+00, 2.368421052631578316e+00, 2.019204799353533364e-01, 1.263157894736842035e+00, 3.216336609715709116e+00
3.630570972638259342e+00, 2.368421052631578316e+00, 1.622176725998161761e-01, 1.263157894736842035e+00, 3.415838762408752949e+00
3.910470652205164654e+00, 2.368421052631578316e+00, 1.215059050193792872e-01, 1.263157894736842035e+00, 3.586533649582798411e+00
4.134347679940573173e+00, 2.368421052631578316e+00, 8.460487027229375567e-02, 1.263157894736842035e+00, 3.723464124463156111e+00
4.304405970764495493e+00, 2.368421052631578316e+00, 5.400915236226128124e-02, 1.263157894736842035e+00, 3.827739635619072267e+00
4.428590975793344597e+00, 2.368421052631578316e+00, 3.023708761091582070e-02, 1.263157894736842035e+00, 3.904044169930655173e+00
4.516696198547055729e+00, 2.368421052631578316e+00, 1.261985380039203075e-02, 1.263157894736842035e+00, 3.958266880232111262e+00
4.577934848080692731e+00, 2.368421052631578316e+00, 0.000000000000000000e+00, 1.263157894736842035e+00, 4.000000000000000000e+00
4.693521817696831633e+00, 2.842105263157895578e+00, 0.000000000000000000e+00, 1.315789473684210620e+00, 0.000000000000000000e+00
4.635066938620949095e+00, 2.842105263157895578e+00, -4.231766698616116866e-03, 1.315789473684210620e+00, 4.173311976788848798e-02
4.551063390451089319e+00, 2.842105263157895578e+00, -1.026355100091879725e-02, 1.315789473684210620e+00, 9.595583006934514658e-02
4.432843918861239629e+00, 2.842105263157895578e+00, -1.866713670741335790e-02, 1.315789473684210620e+00, 1.722603643809275942e-01
4.271279958571812863e+00, 2.842105263157895578e+00, -3.002772094298130148e-02, 1.315789473684210620e+00, 2.765358755368440558e-01
4.059108327503922808e+00, 2.842105263157895578e+00, -4.477076923974283168e-02, 1.315789473684210620e+00, 4.134663504172013671e-01
3.794595545591255448e+00, 2.842105263157895578e+00, -6.280420367638492318e-02, 1.315789473684210620e+00, 5.841612375912467181e-01
